DurationMonth,CreditAmount,Age,Residence,NumberPeopleLiable,ExistingCredits,InstallmentRate,SavingsAccount,PresentEmployment,StatusCheckingAccount,CreditHistory,Purpose,PersonalStatus,OtherDebtors,Property,OtherInstallment,Housing,Job,Telephone,ForeignWorker,Class
24,3632,22,4,1,1,1,1.0,3,1,2,2,2,3,3,1,1,3,1,2,1
18,1808,22,1,1,1,4,1.0,4,4,4,4,2,1,1,3,2,3,1,1,2
48,12204,48,2,1,1,2,1.0,3,2,1,10,3,1,3,1,2,4,2,1,1
60,9157,27,2,1,1,2,1.0,3,2,4,5,3,1,4,3,3,4,1,1,1
6,3676,37,3,2,3,1,1.0,3,1,5,1,3,1,1,3,1,3,1,1,1
30,3441,21,4,1,1,2,2.0,3,2,3,4,2,2,3,3,1,3,1,1,2
12,640,49,2,1,1,4,1.0,3,4,3,1,1,1,1,3,2,2,1,1,1
21,3652,27,3,1,2,2,1.0,4,2,5,10,3,1,2,3,2,3,1,1,1
18,1530,32,2,1,2,3,1.0,3,4,5,1,3,1,2,1,2,3,1,1,2
48,3914,38,2,1,1,4,1.0,3,4,3,10,1,1,1,1,2,3,1,1,2
12,1858,22,1,1,1,4,1.0,2,1,3,4,2,1,3,3,1,3,1,1,1
18,2600,65,4,1,2,4,1.0,3,1,3,5,3,1,4,3,3,3,1,1,2
15,1979,35,2,1,1,4,1.0,5,4,3,5,3,1,3,3,2,3,1,1,1
6,2116,41,2,1,1,2,1.0,3,3,3,4,3,1,1,3,2,3,2,1,1
9,1437,29,3,1,1,2,2.0,4,2,2,1,3,1,4,3,2,3,1,1,2
42,4042,36,4,1,2,4,3.0,3,4,5,4,3,1,1,3,2,3,2,1,1
9,3832,64,4,1,1,1,1.0,5,4,3,8,3,1,1,3,2,2,1,1,1
24,3660,28,4,1,1,2,1.0,3,1,3,5,2,1,3,3,2,3,1,1,1
18,1553,44,3,1,1,4,1.0,3,1,2,4,3,1,3,1,2,3,1,1,2
15,1444,23,1,1,1,4,1.0,2,2,3,5,3,1,2,3,2,3,1,1,1
9,1980,19,2,1,2,2,1.0,2,4,3,4,2,2,3,3,1,3,1,1,2
24,1355,25,4,1,1,3,1.0,2,2,3,1,2,1,3,3,2,2,2,1,2
12,1393,47,4,2,3,4,1.0,5,4,3,8,3,1,2,1,2,3,2,1,1
24,1376,28,1,1,1,4,3.0,4,4,3,5,2,1,3,3,2,3,1,1,1
60,15653,21,4,1,2,2,1.0,4,4,4,5,3,1,3,3,2,3,2,1,1
12,1493,34,3,2,1,4,1.0,2,4,3,5,2,1,3,3,2,3,1,1,1
42,4370,26,2,2,2,3,1.0,4,1,4,5,3,1,2,1,2,3,2,1,2
18,750,27,1,1,1,4,1.0,1,1,3,8,2,1,1,3,2,1,1,1,2
15,1308,38,4,1,2,4,1.0,5,2,3,7,3,1,3,3,2,2,1,1,1
15,4623,40,2,1,1,3,2.0,3,4,3,8,3,1,2,3,2,4,2,1,2
24,1851,33,2,1,2,4,1.0,4,4,5,5,4,3,3,3,2,3,2,1,1
18,1880,32,1,1,2,4,1.0,4,1,5,5,4,1,2,3,2,4,2,1,1
36,7980,27,4,1,2,4,1.0,2,4,4,10,3,1,3,3,1,3,2,1,2
30,4583,32,2,1,2,2,1.0,3,1,1,4,1,3,1,3,2,3,1,1,1
12,1386,26,2,1,1,2,3.0,3,4,3,1,2,1,2,3,2,3,1,1,2
24,947,38,3,2,1,4,1.0,4,3,3,1,3,1,4,1,3,3,1,1,2
12,684,40,4,2,1,4,1.0,3,1,3,8,3,1,3,3,1,2,1,1,2
48,7476,50,1,1,1,4,1.0,4,1,3,8,3,1,4,3,3,4,2,1,1
12,1922,37,2,1,1,4,1.0,3,2,3,4,3,1,2,3,2,2,1,1,2
24,2303,45,1,1,1,4,1.0,5,1,3,1,3,2,1,3,2,3,1,1,2
36,8086,42,4,1,4,2,2.0,5,2,4,1,3,1,3,3,2,4,2,1,2
24,2346,35,3,1,2,4,1.0,4,4,5,2,3,1,3,3,2,3,2,1,1
14,3973,22,4,1,1,1,1.0,1,1,3,1,3,1,4,3,3,3,1,1,1
12,888,41,4,2,1,4,1.0,5,2,3,1,3,1,3,1,2,2,1,1,2
48,10222,37,3,1,1,4,1.0,4,4,3,5,3,1,3,2,2,3,2,1,1
30,4221,28,1,1,2,2,1.0,3,2,1,10,2,1,3,3,2,3,1,1,1
18,6361,41,1,1,1,2,1.0,5,2,5,4,3,1,4,3,2,3,2,1,1
12,1297,23,4,1,1,3,1.0,3,3,3,5,4,1,1,3,1,3,1,1,1
12,900,23,2,1,1,4,1.0,3,1,3,1,4,1,3,3,2,3,1,1,2
21,2241,50,2,1,2,4,1.0,5,4,3,4,3,1,1,3,2,3,1,1,1
6,1050,35,1,1,2,4,1.0,1,2,4,4,3,1,2,2,2,4,2,1,1
6,1047,50,4,1,1,2,1.0,3,3,5,8,2,1,2,3,2,2,1,1,1
24,6314,27,2,1,2,4,1.0,1,4,5,3,3,2,4,1,2,4,2,1,1
30,3496,34,2,2,1,4,4.0,3,2,2,4,3,1,3,2,2,3,2,1,1
48,3609,27,1,1,1,1,1.0,3,4,2,10,2,1,1,2,2,3,1,1,1
12,4843,43,4,1,2,3,1.0,5,1,5,1,3,2,2,3,1,3,2,1,2
30,3017,47,4,1,1,4,1.0,5,3,5,5,3,1,2,3,2,3,1,1,1
24,4139,27,3,1,2,3,2.0,3,4,5,10,3,1,2,3,2,2,2,1,1
36,5742,31,2,1,2,2,2.0,4,4,3,10,3,1,3,3,2,3,2,1,1
60,10366,42,4,1,1,2,1.0,5,4,3,1,3,1,2,3,2,4,2,1,1
6,2080,24,2,1,1,1,3.0,3,4,5,1,4,1,3,3,2,3,1,1,1
21,2580,41,2,2,1,4,3.0,2,4,4,10,3,1,1,1,2,2,1,1,2
30,4530,26,4,1,1,4,1.0,4,4,5,5,2,1,3,3,1,4,2,1,1
24,5150,33,4,1,1,4,1.0,5,4,5,4,3,1,3,3,2,3,2,1,1
72,5595,24,2,1,1,2,2.0,3,2,3,5,4,1,3,3,2,3,1,1,2
24,2384,64,4,1,1,4,1.0,5,1,3,5,3,1,1,1,1,2,1,1,1
18,1453,26,1,1,1,3,1.0,2,4,3,5,2,1,1,3,2,3,1,1,1
6,1538,56,2,1,1,1,1.0,2,4,3,8,2,1,4,3,2,3,1,1,1
12,2279,37,4,1,1,4,1.0,3,4,3,5,3,1,4,3,3,3,2,1,1
15,1478,33,3,1,2,4,1.0,3,4,4,5,4,1,1,1,2,3,1,1,1
24,5103,47,3,1,3,3,1.0,2,4,5,5,4,1,4,3,3,3,2,1,1
36,9857,31,3,2,2,1,2.0,4,2,4,10,3,1,2,3,2,2,2,1,1
60,6527,34,4,2,1,4,1.0,3,4,3,1,3,1,4,3,3,3,2,1,1
10,1347,27,2,1,2,4,1.0,4,3,5,5,3,1,2,3,2,3,2,1,1
36,2862,30,3,1,1,4,2.0,5,2,4,1,3,1,4,3,3,3,1,1,1
9,2753,35,4,1,1,3,2.0,5,4,3,5,3,2,3,3,2,3,2,1,1
12,3651,31,3,2,1,1,4.0,3,1,3,1,3,1,2,3,2,3,1,1,1
15,975,25,3,1,2,2,1.0,3,1,5,4,1,1,2,3,2,3,1,1,1
15,2631,25,2,1,1,3,2.0,3,2,3,7,2,1,1,3,2,2,1,1,1
24,2896,29,1,1,1,2,2.0,2,2,3,5,3,1,3,3,2,3,1,1,1
6,4716,44,3,2,2,1,1.0,2,1,5,1,3,1,1,3,2,2,1,1,1
24,2284,28,2,1,1,4,1.0,4,4,3,5,3,1,3,3,2,3,2,1,1
6,1236,50,4,1,1,2,3.0,3,4,3,2,3,1,2,3,1,3,1,1,1
12,1103,29,3,1,2,4,1.0,4,2,3,5,3,3,1,3,2,3,1,2,1
12,926,38,2,1,1,1,1.0,1,4,5,1,2,1,2,3,2,1,1,1,1
18,1800,24,2,1,2,4,1.0,3,4,5,5,3,1,3,3,2,3,1,1,1
15,1905,40,4,1,1,4,1.0,5,3,3,8,3,1,3,3,1,4,2,1,1
12,1123,29,4,1,1,4,3.0,3,4,3,4,2,1,3,3,1,2,1,1,2
48,6331,46,4,1,2,4,1.0,5,1,5,2,3,1,4,3,3,3,2,1,2
24,1377,47,2,1,1,4,2.0,5,3,3,5,2,1,4,3,3,3,2,1,1
30,2503,41,2,1,2,4,2.0,5,2,4,10,3,1,2,2,2,3,1,1,1
27,2528,32,1,2,1,4,1.0,2,2,3,10,2,1,2,3,2,3,2,1,1
15,5324,35,4,1,1,1,3.0,5,4,3,1,2,1,4,3,3,3,1,1,1
48,6560,24,2,1,1,3,2.0,4,2,3,1,3,1,2,3,2,3,1,1,2
12,2969,25,3,1,2,4,1.0,2,2,1,4,2,1,2,3,1,3,1,1,2
9,1206,25,4,1,1,4,1.0,5,2,3,5,2,1,1,3,2,3,1,1,1
9,2118,37,2,2,1,2,1.0,3,2,3,5,3,1,1,3,2,2,1,1,1
18,629,32,3,1,2,4,3.0,5,4,5,5,3,1,2,1,2,4,2,1,1
6,1198,35,4,1,1,4,1.0,5,1,2,8,2,1,4,3,3,3,1,1,2
21,2476,46,4,1,1,4,1.0,5,4,3,2,3,1,1,3,2,4,2,1,1
9,1138,25,4,1,2,4,1.0,3,1,5,5,3,1,1,3,2,2,1,1,1
60,14027,27,2,1,1,4,1.0,4,2,3,1,3,1,4,3,2,4,2,1,2
30,7596,63,4,1,2,1,1.0,5,4,5,2,3,1,3,3,2,3,1,1,1
30,3077,40,2,2,2,3,1.0,5,4,5,5,3,1,3,3,2,3,2,1,1
18,1505,32,2,1,1,4,1.0,3,4,3,5,3,1,4,3,3,4,2,1,1
24,3148,31,2,1,2,3,1.0,3,3,5,5,3,1,3,3,2,3,2,1,1
20,6148,31,4,1,2,3,2.0,5,2,1,2,4,1,3,1,2,3,2,1,1
9,1337,34,2,1,2,4,1.0,2,3,1,5,3,1,3,3,2,4,2,1,2
6,433,24,2,2,1,4,4.0,2,2,2,8,2,1,2,1,1,3,1,1,2
12,1228,24,2,1,1,4,1.0,3,1,3,1,2,1,1,3,2,2,1,1,2
9,790,66,3,1,1,4,3.0,3,2,3,5,2,1,1,3,2,2,1,1,1
27,2570,21,3,1,1,3,1.0,3,4,3,1,2,1,1,3,1,3,1,1,2
6,250,41,2,1,2,2,4.0,3,4,5,1,2,1,1,1,2,2,1,1,1
15,1316,47,2,1,2,2,3.0,3,4,5,5,4,1,2,3,2,2,1,1,1
18,1882,25,4,1,2,4,1.0,3,1,3,5,2,1,3,1,1,3,1,1,2
48,6416,59,3,1,1,4,1.0,5,2,2,10,2,1,4,3,1,3,1,1,2
24,1275,36,4,1,2,2,4.0,3,3,5,10,1,1,1,3,2,3,2,1,1
24,6403,33,2,1,1,1,1.0,2,2,4,5,3,1,3,3,2,3,1,1,1
24,1987,21,4,2,1,2,1.0,3,1,3,5,3,1,1,3,1,2,1,1,2
8,760,44,2,1,1,4,1.0,4,2,3,5,2,3,1,3,2,2,1,1,1
24,2603,28,4,1,1,2,4.0,3,4,3,2,2,1,3,3,1,3,2,1,1
4,3380,37,1,2,1,1,1.0,4,4,5,1,2,1,1,3,2,3,1,1,1
36,3990,29,2,1,1,3,1.0,2,2,2,6,2,1,4,1,2,1,1,1,1
24,11560,23,4,1,2,1,1.0,3,2,3,2,2,1,3,3,1,4,1,1,2
18,4380,35,4,2,1,3,2.0,3,1,3,1,3,1,3,3,2,2,2,1,1
6,6761,45,3,2,2,1,1.0,4,4,5,1,3,1,4,3,2,4,2,1,1
30,4280,26,4,1,2,4,2.0,3,2,1,10,2,1,3,3,1,2,1,1,2
24,2325,32,3,1,1,2,2.0,4,1,2,1,3,1,3,1,2,3,1,1,1
10,1048,23,4,1,1,4,1.0,3,2,2,5,3,1,1,2,2,2,1,1,1
21,3160,41,3,1,1,4,1.0,5,4,3,5,3,1,2,3,2,3,2,1,1
24,2483,22,4,1,1,4,3.0,3,1,2,4,3,1,1,2,2,3,2,1,1
39,14179,30,4,1,2,4,1.0,4,1,5,4,3,1,2,3,2,4,2,1,1
13,1797,28,1,1,2,3,1.0,2,1,5,10,3,1,2,1,2,2,1,1,1
15,2511,23,4,1,1,1,1.0,1,1,3,1,2,1,3,3,1,3,1,1,1
12,1274,37,1,1,1,3,1.0,2,1,3,1,2,1,1,3,2,2,1,1,2
21,5248,26,3,1,1,1,1.0,3,4,3,2,3,1,3,3,2,3,1,1,1
15,3029,33,2,1,1,2,1.0,4,4,3,2,3,1,3,3,2,3,1,1,1
6,428,49,1,1,1,2,1.0,5,1,3,4,2,1,2,1,2,3,2,1,1
18,976,23,2,1,1,1,1.0,2,1,3,1,2,1,3,3,2,2,1,1,2
12,841,23,4,1,1,2,2.0,4,2,3,10,2,1,1,3,1,2,1,1,1
30,5771,25,2,1,2,4,1.0,4,4,5,5,2,1,3,3,2,3,1,1,1
12,1555,55,4,2,2,4,4.0,5,4,4,7,3,1,4,3,3,3,1,1,2
24,1285,32,4,1,1,4,1.0,4,1,3,1,2,1,4,3,1,3,1,1,2
6,1299,74,1,2,3,1,1.0,3,3,5,1,3,1,1,3,2,1,1,2,1
15,1271,39,4,1,2,3,1.0,3,3,5,5,3,1,4,3,3,3,2,1,2
24,1393,31,2,1,1,2,1.0,3,4,3,1,3,3,1,3,2,3,2,1,1
12,691,35,3,1,2,4,1.0,5,1,5,1,3,1,2,3,2,3,1,1,2
15,5045,59,4,1,1,1,1.0,5,4,5,1,2,1,3,3,2,3,2,1,1
18,2124,24,4,1,2,4,1.0,3,1,5,4,2,1,1,3,1,3,1,1,2
12,2214,24,3,1,1,4,1.0,3,1,3,5,3,1,2,3,2,2,1,1,1
21,12680,30,4,1,1,4,1.0,5,4,5,1,3,1,4,3,3,4,2,1,2
24,2463,27,3,1,2,4,2.0,4,4,5,1,4,1,2,3,2,3,2,1,1
12,1155,40,3,1,2,3,1.0,5,2,3,5,4,3,1,1,2,2,1,1,1
30,3108,31,4,1,1,2,1.0,2,1,3,4,1,1,2,3,2,2,1,1,2
10,2901,31,4,1,1,1,1.0,2,4,3,2,2,1,1,3,1,3,1,1,1
12,3617,28,4,1,3,1,1.0,5,2,5,4,3,1,3,3,1,3,2,1,1
12,1655,63,4,1,2,2,1.0,5,4,5,5,3,1,1,3,2,2,2,1,1
24,2812,26,4,1,1,2,1.0,5,1,3,2,2,1,1,3,1,3,1,1,1
36,8065,25,2,1,2,3,1.0,3,1,5,8,2,1,4,3,2,4,2,1,2
21,3275,36,4,1,1,1,1.0,5,4,5,2,3,1,3,3,2,4,2,1,1
24,2223,52,4,1,2,4,2.0,5,4,5,5,3,1,2,1,2,3,1,1,1
12,1480,66,4,1,3,2,3.0,1,3,5,1,3,1,4,1,3,1,1,1,1
24,1371,25,4,1,1,4,1.0,3,1,3,1,2,1,1,3,1,3,1,1,2
36,3535,37,4,1,2,4,1.0,4,4,5,1,3,1,3,3,2,3,2,1,1
18,3509,25,1,1,1,4,1.0,4,1,3,5,2,3,1,3,2,3,1,1,1
36,5711,38,2,1,2,4,4.0,5,4,5,2,3,1,3,3,2,4,2,1,1
18,3872,67,4,1,1,2,1.0,1,2,3,7,2,1,3,3,2,3,2,1,1
39,4933,25,2,1,2,2,1.0,4,2,5,5,3,3,1,3,2,3,1,1,2
24,1940,60,4,1,1,4,4.0,5,4,5,1,3,1,1,3,2,3,2,1,1
12,1410,31,2,1,1,2,1.0,3,2,1,9,3,1,1,3,2,2,2,1,1
12,836,23,2,1,1,4,2.0,2,2,3,1,2,1,2,1,2,2,1,1,2
20,6468,60,4,1,1,1,1.0,1,2,3,2,1,1,1,3,2,4,2,1,1
18,1941,35,2,1,1,4,4.0,3,2,3,10,3,1,2,3,2,2,2,1,1
22,2675,40,4,1,1,3,3.0,5,4,3,5,3,1,3,3,2,3,1,1,1
48,2751,38,3,2,2,4,1.0,5,4,5,2,3,1,3,3,2,3,2,1,1
48,6224,50,4,1,1,4,1.0,5,2,4,8,3,1,4,3,3,3,1,1,2
40,5998,27,3,1,1,4,1.0,3,1,5,8,3,1,4,1,2,3,2,1,2
21,1188,39,4,2,1,2,1.0,5,2,3,10,2,1,2,3,2,3,1,1,2
24,6313,41,4,2,1,3,1.0,5,4,3,2,3,1,3,3,2,4,2,1,1
6,1221,27,2,1,2,1,1.0,3,4,5,4,4,1,2,3,2,3,1,1,1
24,2892,51,4,1,1,3,1.0,5,3,3,4,1,1,4,3,3,3,1,1,1
24,3062,32,3,1,1,4,3.0,5,4,3,4,3,1,4,3,1,3,2,1,1
9,2301,22,4,1,1,2,2.0,2,4,3,4,2,1,2,3,1,3,1,1,1
18,7511,51,4,2,1,1,1.0,5,1,3,2,3,1,2,3,3,3,2,1,2
12,1258,22,4,1,2,2,1.0,2,4,5,4,2,1,2,3,1,2,1,1,1
24,717,54,4,1,2,4,1.0,5,4,4,1,4,1,3,3,2,3,2,1,1
9,1549,35,2,1,1,4,1.0,2,2,3,1,3,1,1,3,2,1,1,1,1
24,1597,54,4,2,2,4,1.0,5,4,5,8,3,1,4,3,3,3,1,1,1
18,1795,48,4,1,2,3,1.0,5,2,5,5,2,3,1,1,1,2,2,1,1
20,4272,24,4,1,2,1,1.0,5,1,5,4,2,1,2,3,2,3,1,1,1
12,976,35,4,1,2,4,1.0,5,4,5,5,3,1,3,3,2,3,1,1,1
12,7472,24,2,1,1,1,1.0,1,2,3,1,2,1,1,3,1,1,1,1,1
36,9271,24,1,1,1,2,1.0,4,1,3,1,3,1,3,3,2,3,2,1,2
6,590,26,3,1,1,3,1.0,2,2,3,5,4,1,1,3,2,2,1,2,1
12,930,65,4,1,4,4,1.0,5,4,5,5,3,1,1,3,2,3,1,1,1
42,9283,55,2,1,1,1,1.0,1,2,2,2,3,1,4,1,3,4,2,1,1
15,1778,26,1,1,2,2,1.0,2,2,1,1,2,1,1,3,1,1,1,1,2
8,907,26,2,1,1,3,1.0,2,2,3,10,4,1,1,3,2,3,2,1,1
6,484,28,3,1,1,3,1.0,4,2,3,5,4,3,1,1,2,2,1,1,1
36,9629,24,4,1,2,4,1.0,4,1,5,2,3,1,3,3,2,3,2,1,2
48,3051,54,4,1,1,3,1.0,3,1,3,6,3,1,3,3,2,3,1,1,2
48,3931,46,4,2,1,4,1.0,4,1,3,1,3,1,4,3,3,3,1,1,2
36,7432,54,2,1,1,2,1.0,3,2,4,1,2,1,2,3,1,3,1,1,1
6,1338,62,4,1,1,1,3.0,3,4,3,6,1,1,1,3,2,3,1,1,1
6,1554,24,2,1,2,1,1.0,4,4,5,5,2,1,3,3,1,3,2,1,1
36,15857,43,3,1,1,2,1.0,1,1,3,3,1,2,3,3,2,4,1,1,1
18,1345,26,3,1,1,4,1.0,3,1,3,5,4,1,1,1,2,3,1,1,2
12,1101,27,2,1,2,3,1.0,3,4,3,1,4,1,1,3,2,3,2,1,1
12,3016,24,1,1,1,3,1.0,3,3,3,5,4,1,3,3,2,3,1,1,1
36,2712,41,2,2,1,2,1.0,5,1,3,4,3,1,2,1,2,3,1,1,2
8,731,47,4,1,2,4,1.0,5,1,5,1,3,1,1,3,2,2,1,1,1
18,3780,35,2,1,2,3,1.0,2,4,5,4,1,1,3,3,2,4,2,1,1
21,1602,30,3,1,2,4,1.0,5,1,5,1,4,1,3,3,2,3,2,1,1
18,3966,33,4,1,3,1,1.0,5,1,5,1,2,1,1,1,1,3,2,1,2
18,4165,36,2,2,2,2,1.0,3,4,1,10,3,1,3,2,2,3,1,1,2
36,8335,47,4,1,1,3,1.0,5,1,3,2,3,1,4,3,3,3,1,1,2
48,6681,38,4,2,1,4,1.0,3,2,4,10,3,1,4,3,3,3,2,1,1
24,2375,44,2,2,2,4,3.0,3,4,4,10,3,1,3,3,2,3,2,1,1
18,1216,23,3,1,1,4,1.0,2,1,3,1,2,1,3,3,1,3,2,1,2
45,11816,29,4,1,2,2,1.0,5,1,1,10,3,1,3,3,1,3,1,1,2
24,5084,42,4,1,1,2,1.0,5,2,3,5,2,1,3,3,2,3,2,1,1
15,2327,25,3,1,1,2,1.0,2,3,3,5,2,1,1,3,2,2,1,1,2
12,1082,48,4,1,2,4,1.0,3,1,1,1,3,1,3,1,2,3,1,1,2
12,886,21,2,1,1,4,1.0,3,4,3,5,2,1,3,3,2,3,1,1,1
4,601,23,3,2,1,1,1.0,2,4,3,4,2,1,1,3,1,2,1,1,1
24,2957,63,4,1,2,4,1.0,5,1,5,2,3,1,2,3,2,3,2,1,1
24,2611,46,3,1,2,4,1.0,5,4,5,5,4,2,1,3,2,3,1,1,1
36,5179,29,2,1,1,4,1.0,4,1,3,4,3,1,2,3,2,3,1,1,2
21,2993,28,2,1,2,3,1.0,3,4,4,2,3,1,1,2,2,2,1,1,1
18,1943,23,4,1,1,4,1.0,2,4,3,7,2,1,1,3,2,3,1,1,2
24,1559,50,4,1,1,4,1.0,4,4,2,10,3,1,3,1,2,3,2,1,1
18,3422,47,4,2,3,4,1.0,5,4,3,4,3,1,2,1,2,3,2,1,1
21,3976,35,3,1,1,2,1.0,4,2,3,4,3,1,3,3,2,3,2,1,1
18,6761,68,4,1,2,2,1.0,3,4,3,1,3,1,3,3,1,3,1,1,2
24,1249,28,2,1,1,4,1.0,2,4,3,1,4,1,1,3,2,3,1,1,1
9,1364,59,4,1,1,3,1.0,4,1,3,5,3,1,1,3,2,3,1,1,1
12,709,57,4,1,1,4,1.0,5,1,3,5,3,1,1,2,2,2,1,1,2
20,2235,33,2,1,2,4,1.0,3,1,5,1,4,3,2,1,1,3,1,2,2
24,4042,43,4,1,2,3,1.0,4,4,5,2,3,1,2,3,2,3,2,1,1
15,1471,35,4,1,2,4,1.0,3,4,5,5,3,1,4,3,3,3,2,1,1
18,1442,32,4,2,2,4,1.0,4,1,2,1,3,1,4,3,3,2,1,1,2
36,10875,45,2,2,2,2,1.0,5,4,4,1,3,1,3,3,2,3,2,1,1
24,1474,33,3,1,1,4,2.0,2,4,3,1,4,1,1,3,2,3,2,1,1
10,894,40,3,1,1,4,1.0,4,4,3,9,2,1,2,3,2,3,2,1,1
15,3343,28,2,1,1,4,1.0,3,4,5,4,3,1,4,3,3,3,2,1,1
15,3959,29,2,1,1,3,1.0,3,1,3,1,2,1,2,3,2,3,2,1,2
9,3577,26,2,2,1,1,2.0,3,4,3,1,3,3,1,3,1,3,1,2,1
24,5804,27,2,1,2,4,4.0,3,4,5,2,3,1,1,3,2,3,1,1,1
18,2169,28,2,1,1,4,1.0,3,4,4,10,4,1,3,3,2,3,2,1,2
24,2439,35,4,1,1,4,1.0,2,1,3,5,2,1,1,3,2,3,2,1,2
27,4526,32,2,2,2,4,4.0,2,4,5,4,3,1,1,2,2,2,2,1,1
10,2210,25,2,1,1,2,1.0,3,4,3,4,3,1,1,1,1,2,1,1,2
15,2221,20,4,1,1,2,3.0,3,4,3,4,2,1,3,3,1,3,1,1,1
18,2389,27,1,1,1,4,1.0,2,1,3,5,2,1,3,2,2,3,1,1,1
12,3331,42,4,1,1,2,1.0,5,4,5,4,3,1,2,2,2,3,1,1,1
36,7409,37,2,1,2,3,1.0,5,4,3,10,3,1,2,3,2,3,1,1,1
12,652,24,4,1,1,4,1.0,5,1,3,4,2,1,2,3,1,3,1,1,1
36,7678,40,4,1,2,2,3.0,4,4,4,4,2,1,3,3,2,3,2,1,1
6,1343,46,4,2,2,1,1.0,5,3,5,1,3,1,1,3,2,3,1,2,1
24,1382,26,1,1,2,4,2.0,4,1,5,10,3,1,1,3,2,3,2,1,1
15,874,24,1,1,1,4,1.0,2,4,3,6,2,1,1,3,2,3,1,1,1
12,3590,29,2,2,1,2,1.0,3,1,3,4,3,2,2,3,2,2,1,1,1
11,1322,40,4,1,2,4,4.0,3,2,5,1,2,1,3,3,2,3,1,1,1
18,1940,36,4,1,1,3,1.0,2,1,2,5,3,2,4,1,3,4,2,1,1
36,3595,28,2,1,1,4,1.0,5,4,3,5,3,1,3,3,2,3,1,1,1
9,1422,27,2,1,1,3,1.0,2,1,3,1,3,1,4,3,3,4,2,1,2
30,6742,36,3,1,2,2,1.0,4,4,5,5,3,1,2,3,2,3,1,1,1
24,7814,38,3,1,1,3,1.0,4,4,3,2,3,1,3,3,2,4,2,1,1
24,9277,48,4,1,1,2,1.0,3,4,3,2,1,1,4,3,3,3,2,1,1
30,2181,36,4,1,2,4,1.0,5,2,5,1,3,1,1,3,2,3,1,1,1
18,1098,65,4,1,2,4,1.0,1,4,5,5,2,1,3,3,2,1,1,1,1
24,4057,43,3,1,1,3,1.0,4,2,3,4,1,1,3,3,2,3,2,1,2
12,795,53,4,1,1,4,1.0,2,1,3,8,2,1,2,3,2,3,1,1,2
24,2825,34,3,2,2,4,1.0,4,2,5,10,3,1,4,3,2,3,2,1,1
48,15672,23,2,1,1,2,1.0,3,2,3,10,3,1,3,3,2,3,2,1,2
36,6614,34,4,1,2,4,1.0,5,4,5,1,3,1,3,3,2,4,2,1,1
28,7824,40,4,2,2,3,1.0,2,4,2,2,3,3,1,1,1,3,2,1,1
27,2442,43,4,2,4,4,1.0,5,1,5,10,3,1,3,2,2,4,2,1,1
15,1829,46,4,1,2,4,1.0,5,4,5,5,3,1,3,3,2,3,2,1,1
12,2171,38,4,1,2,4,1.0,3,1,5,1,3,1,2,1,2,2,1,2,1
36,5800,34,4,1,2,3,1.0,3,2,5,2,3,1,3,3,2,3,2,1,1
18,1169,29,3,1,2,4,1.0,3,4,5,5,3,1,2,3,2,3,2,1,1
36,8947,31,2,2,1,3,1.0,4,4,4,2,3,1,3,2,2,4,2,1,1
21,2606,28,4,1,1,4,1.0,2,1,3,5,2,1,2,3,1,4,2,1,1
12,1592,35,2,1,1,3,4.0,4,4,5,4,2,1,2,3,2,3,1,2,1
15,2186,33,4,1,1,1,1.0,4,4,3,4,2,1,1,1,1,2,1,1,1
18,4153,42,3,1,1,2,1.0,3,1,3,4,3,2,3,3,2,3,1,1,2
16,2625,43,4,1,1,2,1.0,5,1,5,1,3,3,2,1,1,3,2,1,2
20,3485,44,4,1,2,2,1.0,2,4,5,1,1,1,1,3,2,3,2,1,1
36,10477,42,4,1,2,2,1.0,5,4,5,2,3,1,4,3,3,3,1,1,1
15,1386,40,2,1,1,4,1.0,3,4,3,5,4,1,1,3,1,3,2,1,1
24,1278,36,1,1,1,4,1.0,5,4,3,5,3,1,1,3,2,4,2,1,1
12,1107,20,2,2,1,2,1.0,3,1,3,5,3,1,1,3,1,4,2,1,1
21,3763,24,2,1,1,2,1.0,4,1,3,1,3,2,1,3,2,2,1,2,1
36,3711,27,2,1,1,2,1.0,3,2,3,8,4,1,3,3,2,3,1,1,1
15,3594,46,2,1,2,1,1.0,2,4,4,2,2,1,2,3,2,2,1,1,1
9,3195,33,2,1,1,1,1.0,3,2,3,1,2,1,1,3,2,2,1,1,1
36,4454,34,4,1,2,4,1.0,3,4,4,5,2,1,1,3,2,3,1,1,1
24,4736,25,4,1,1,2,1.0,2,2,5,4,2,1,3,1,2,2,1,1,2
30,2991,25,4,1,1,2,1.0,5,2,3,5,2,1,3,3,2,3,1,1,1
11,2142,28,2,1,1,1,4.0,5,4,3,10,1,1,1,3,2,3,2,1,1
24,3161,31,2,1,1,4,1.0,3,1,2,10,3,1,2,3,1,3,2,1,2
48,18424,32,2,1,1,1,1.0,3,2,1,3,2,1,2,1,2,4,2,2,2
10,2848,32,2,2,1,1,2.0,3,4,3,2,3,2,1,3,2,3,1,1,1
6,14896,68,4,1,1,1,1.0,5,1,3,1,3,1,4,1,2,4,2,1,2
24,2359,33,1,1,1,1,2.0,1,1,3,4,1,1,2,3,2,3,1,1,2
24,3345,39,2,1,1,4,1.0,5,1,3,4,3,1,2,3,1,4,2,1,2
18,1817,28,2,1,2,4,1.0,3,4,5,4,2,1,4,3,2,3,1,1,1
