Age,Debt,YearsEmployed,CreditScore,ZipCode,Income,EducationLevel,Gender,Married,BankCustomer,Ethnicity,PriorDefault,Employed,DriversLicense,Citizen,ApprovalStatus
60.0,171.0,7.0,1.0,63,1.0,2.0,1,2,1,8,1,1,2,1,2
21.0,18.0,43.0,2.0,24,6.0,2.0,1,2,1,8,1,2,2,1,2
148.0,17.0,3.0,1.0,87,1.0,4.0,2,2,1,4,1,1,2,3,2
294.0,56.0,37.0,1.0,38,2.0,6.0,2,3,3,3,1,1,1,1,2
269.0,113.0,92.0,1.0,142,63.0,13.0,2,2,1,8,1,1,1,1,2
104.0,182.0,14.0,1.0,1,3.0,3.0,2,2,1,8,1,1,1,1,2
289.0,29.0,14.0,1.0,85,55.0,1.0,1,2,1,8,1,1,2,1,2
211.0,66.0,6.0,1.0,90,82.0,7.0,1,2,1,4,1,1,1,1,2
244.0,34.0,18.0,1.0,85,80.0,1.0,1,2,1,8,1,1,1,1,2
151.0,159.0,3.0,13.0,41,4.0,11.0,1,2,1,4,1,2,2,1,2
36.0,126.0,2.0,2.0,32,2.0,10.0,2,2,1,8,1,2,1,1,2
21.0,153.0,1.0,1.0,1,36.0,6.0,1,2,1,3,1,1,1,1,2
42.0,40.0,1.0,1.0,1,1.0,2.0,1,2,1,8,1,1,1,1,2
37.0,11.0,8.0,1.0,95,98.0,9.0,2,2,1,8,1,1,1,1,2
124.0,33.0,64.0,1.0,61,112.0,4.0,2,3,3,4,1,1,1,1,2
13.0,79.0,9.0,1.0,45,3.0,7.0,2,2,1,8,1,1,2,1,2
205.0,26.0,16.0,1.0,85,4.0,4.0,2,3,3,8,1,1,1,1,2
236.0,79.0,72.0,1.0,127,1.0,10.0,2,2,1,8,1,1,2,3,2
52.0,151.0,31.0,1.0,90,1.0,5.0,2,3,3,4,1,1,1,1,2
71.0,26.0,47.0,3.0,68,102.0,2.0,1,2,1,8,1,2,2,1,2
97.0,185.0,47.0,2.0,68,2.0,6.0,1,3,3,3,1,2,2,1,2
21.0,8.0,2.0,1.0,95,130.0,1.0,2,2,1,8,1,1,1,1,2
194.0,81.0,108.0,1.0,1,1.0,2.0,2,2,1,4,1,1,2,1,2
